date,hour,activity,workout,keywords,time,i0,i1,i2,i3,i4,i5,distance(km),climb(m),intensity,t-intensity,ahr,mhr,controls,spiked,rhr,sleep,weight(kg),injured,sick,restday,shoes,route,description,private note
2012-03-04,16,cross-country skiing,,,03:01:47,,,,,03:01:47,,47.119,575.0,4.0,,,,,,,,,,,,xc-ski - classic,,"Viikon kestävyysurheiluharjoitus. Puolikas pirkka oli tavoitteena ja lähdin pitämään alle 4 minsan vauhtia. Paloheinässä hieroin tervaa pohjiin ja pito oli tautinen. Vasta 35 kohdalla laitoin lisää kun yhdyslatu kaupunkiin oli aivan jäinen. 25 kohdalla aloin sipata, mutta onneksi sain snickersin 28 kohdalla. Pullosta laihaa mehua päälle ja vauhti parani loppuun asti. Koko pirkka ois saattanut jäädä hiihtämättä, mutta jos ensi vuonna lähtis kokeilemaan. upea sää ja upeat ladut. helsinki on talviurheilun ykköspaikka tällä hetkellä!",
2012-03-07,20,cross-country skiing,,,01:20:59,,,,01:20:59,,,21.766,267.0,3.0,,,,,,,,,,,,xc-ski - classic,,Iltalenkki. Menin autolla. Heti kulki huonommin.,
2012-03-08,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,ja hyvä harjoitus miltei viikon tauon jälkeen. aika rankka harjoitus. ois se urheilu helppoa jos kunto nousis vaan hiihtelemällä.,
2012-03-12,16,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Olin pyörtyä pari kertaa. varmaan jotain kundaliinijuttuja.,
2012-03-20,,Yoga,,,00:50:00,,,,00:50:00,,,,,3.0,,,,,,,,,,,,Brooks lenkkarit,,"duunijoogan ohjaus aamulla. alkaa olla ammattimainen meininki. siis osallistujilla, ei ohjaajalla.",
2012-03-21,,Yoga,,,01:05:00,,,,01:05:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,aikapulassa kiivaammin. erinomainen harjoitus!,
2012-03-22,,Running,,,00:35:00,,,,00:35:00,,,7.5,,3.0,,,,,,,,,,,,Brooks lenkkarit,,"Iltalenkki liian pitkän työpäicän päätteeksi. Jalassa on tuntemuksia. Ei oikein uskalla treenata. Tai siis ei tuntunu yhtään, mutta varmasti alkaa tuntua jos juoksee enemmän. Siksipä ajattelin alkaa juosta enemmän ja katsoa miten käy.",
2012-03-23,,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,,
2012-03-24,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,taas koko päivä muuttamista paikasta d paikkaan f. isometristä voimaa tuli hankittua sormiin.,
2012-03-25,,Running,,,01:10:00,,,,01:10:00,,,14.0,,3.0,,,,,,,11.00,,,,,Brooks lenkkarit,,"iltalenkki. aattelin ottaa nyt juoksua kehiin ja kattoa miten tuo jalka reagoi. alkumatkasta vähän oireili, mutta ei pahentunut. muuten jäykkää hoipertelua...",
2012-03-26,,Note,,,,,,,,,,,,,,,,,,,,,1,,,,,"Eilen lounaalta tullessa ajelin hakaniemessä merenrannan hiekkapintaista kävelytietä, ihan kävelyvauhtia, ja puhuin takana ajavalle seuralaiselle. No harmittoman näköinen pieni vesipotti olikin 30 senttiä syvä reikä, johon eturengas upposi. Mulla oli vaan kämmenet siinä ohjaintagolla, jotka lipsahti yli ja tärähdin täydellä voimalla häränsarvisarvien toineen piikkiin. Tulos, yks tai kaks murtunutta kylkiluuta....",
2012-03-27,,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,taas laiturilla pitkästä aikaa,
2012-03-28,,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,,
2012-03-30,9,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,"aamu-uinti. Resepti onnistuneen päivän alulle on:
avantoon, kylmään suihkuun ja päälle kahvia.
",
2012-03-31,14,cycling,,,02:40:18,,,,02:40:18,,,62.435,536.0,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Kauden avauslenkki velipojan kanssa. Kylkiluu oli alkujaan jo hemmetin hellanänä, mutta tämä lenkki teki kyllä tepposensa. Huohottaa ei pysty ja mäet putkelta, mutta tuli vedettyä alku iisimmin. Hyvin tuli loppuun saakka. Tästä aletaan kiristämään kainun junan vauhtia ja pidentämään lenkkiä. Fillaroinin lisäksi tää kylkiluu estää kyllä tehokkaasti kaiken urheilun. 

Sipoossa on lunta vielä metri etelärinteillä ja kaks pohjoisessa. Pääsiäisleireily onnistuisi vain hiihtosuunnistuksen merkeissä.",
2012-04-01,,winter swimming,,Classic,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,9.00,,,,,Mizuno Aero 9,,Uudet kengåt oli illalla jalassa uinnin j2lkeen,
2012-04-03,,Note,,,,,,,,,,,,,,,,,,,,,1,,,,,"Lääkärissä kävin. Kuulemma tuntuu murtumakohta pinnalle, mutta pitäis levolla luutua. lepolepolepolepo. Tarvis reeniä!",
2012-04-11,19,cycling,,,01:38:35,,,,01:38:35,,,39.011,469.0,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,Iltalenkki Sipoossa. Ollu keltakuumerokotteen jälkitautia tai muuta lunssaa ja ei ollu kulku päällä. Onneksi pikkuveli veti takaisin metrolle. Kylkiluu on jo yhtä palaa ja kestää puhaltaa. juosta ei vielä,
2012-04-13,15,Yoga,,,01:05:00,,,,01:05:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Instituutin joogaveto. Varovasti piti vielä ottaa, reilu kaks vkoa murtumasta. Ainoastaan päälläseisonta oli no-no ja jotkut kierrot piti tunnustella. Kyllä tämä tästä.",
2012-04-17,18,Running,,,00:42:00,,,,00:31:00,00:07:30,00:03:30,9.5,,3.35,,,,,,,,,,,,Mizuno Aero 9,,"Etelän leiri avattu. Juoksumatolla vajaa kymppi. Nopein kilsa 3.15, mutta jouduin jo pistellä aika tosissani. Kuten gepsistä näkee niin 2380m korkeus. En tiedä oliko mahaoireet vai se, mutta on tullut joskus kevyemminkin.",
2012-04-18,18,Running,,,00:30:00,,,,,00:30:00,,6.0,300.0,4.0,,,,,,,,,,,,Mizuno Aero 9,,"Vähän kiirettä projektissa, joten valitsin matolta mäkijuoksun. 12km/h oli vähän liikaa kun oli aika jyrkkiä seiniä. Pudotin 11 ja siinäkin sai pistellä ihan tosissaan. Lihakset kipeinä. Täytyy huomenna soutaa.",
2012-04-22,7,Running,,,01:02:20,,,,00:22:00,00:40:20,,10.007,405.0,3.65,,,,,,,,,,,,Mizuno Aero 9,,"Aamulenkki kahden paikallisen pojan kanssa. Molemmilla rikkinäiset muovisandaalit, mulla mizunot.

<iframe src=""http://muuankarski.org/kuvia/shoes.JPG""></iframe>



Kannattaa kattoa GPS. Kohtuu raaka profiili toimistotyöntekijälle ja juoksuun tottumattomalle..",
2012-04-26,7,Running,,,00:58:20,,,,00:17:00,00:41:20,,9.861,108.0,3.71,,,,,,,,,,,,Mizuno Aero 9,,Yksi karuimmista treeneistä ikinä... ,
2012-05-03,19,Running,,,01:00:00,,,,00:45:00,00:15:00,,12.356,243.0,3.25,,,,,,,,,,,,Mizuno Aero 9,,"Juoksulenkki. Tavoitteena parantaa kestävyysjuoksukuntoa. Se onkin päässyt aika huonoksi. Jalassa tuntemuksia lopussa, muttei mitään ihan hälyttävää. Jos lauantaina lähtis rasteille ja huomenna pistäis joogakierron taas käyntiin.
Vedin vetun paidassa ja etiopian maajoukkueen punaisissa sortseissa",
2012-05-07,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,Tänään jo tuntuu helpottavan. Kevyt kevätlentsu. Semmonen joka yleensä tulee 10milasta tuli nyt paria päivää ennen.,
2012-05-10,17,Running,warm up/down,,00:15:00,,00:15:00,,,,,,,1.0,,,,,,,,,,,,,,Vähän verkkaa ennen ja jälkeen. Lisäksi tein hengitysharjoituksia ja keskityin rajusti suoritukseen.,
2012-05-10,17,Orienteering,,,00:38:05,,,,,,00:38:05,5.0,,5.0,,,,,,,,,,,,VJ Bold,,"Kauden eka treeni. Lähdin tekemään virheetöntä perusjuoksua ja miltei siihen pystyin. Pari pientä virhettä ja juoksu oli todella perus. Ehkä kuitenkin parempaa kun osasin odottaa. Unohdin satelliittikellon, perhana. 

Kartta:
http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=6",
2012-05-12,9,Orienteering,,,00:32:49,,,,,00:32:49,,5.124,66.0,4.0,,,,,,,,,,,,VJ Bold -11,,"Aamusuunnistus Nauvossa. Mustavalkonen printti peruskartasta oli mukana. Hyvin piti paikkansa ja sain neljän kallion kierroksen vedettyä. Iisiä juoksua, keskittymistä ja kehonhallintaa. Kylmä oli.",
2012-05-13,12,Orienteering,,,00:32:34,,,,00:32:34,,,5.161,46.0,3.0,,,,,,,,,,,,VJ Bold -11,,"Toisen aamun suunnistus. Keli koheni, meno oli vähän jäykempää. Upeaa maastoa. Kello oli hetken aikaa stopilla kun jäin kumpareelle istumaan ja kattomaan kurkikaverusten kävelyä. Enkä painanut starttia kun jatkoin. Liekö ollut pariskunta kun oli vähän kärtyisyyttä ilmassa",
2012-05-15,21,Running,,,00:47:36,,,,00:47:36,,,9.772,203.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"iltalenkki. Hyvin kulki eikä jalassa kipuja, paitsi ehkä vähän sellaista varjosärkyä. Juoksin niin hiljaa kun kehtasin. Juoppo nojapyörältä ajoi takana kulosaaren sillalla ja huikkasi ohimennessä ""sulla on hyvä rytmi"". Punastuin.",
2012-05-17,11,Orienteering,race,,00:37:33,,,,,,00:37:33,5.9,,5.0,,,,,,,,,,,,VJ Bold -11,,"Kp-viesti. Pronssia. Vetulta ehjin viestiveto ikinä. Jos suorituksenhallinta pysyi tuolla tasolla niin tossun kevetessä kisa kovenee. Femmanin kaverit oli kuitenkin kaikki rankissa alle 70. 

http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=14",
2012-05-20,19,Running,,,00:52:57,,,,00:52:57,,,10.389,218.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Iltalenkki Mustikkamaalla. Jalat jumissa, mahtavaa. Ekaa kertaa ehkä vuosiin on jumia juoksusta. Nyt se täytyy lopettaa ja aloittaa voimistelua. Ei tässä muuten vauhtiin päästä. Ilmassa lupaus kesästä.",
2012-05-22,18,Running,,,00:58:03,,,,,00:58:03,,8.5,175.0,4.0,,,,,,,,,,,,VJ Bold,,"Iltarasteilla. Selitykset suorituksesta domassa. Hylsy tuli, mutta hyvä treeni!


http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=22",
2012-05-22,19,Running,,,00:15:00,,,,00:15:00,,,2.5,,3.0,,,,,,,,,,,,VJ Bold,,Verryttelyt ennen ja jälkeen. En laulanut mutta hyräilin hyväntuulisena.,
2012-05-24,9,Yoga,,,00:15:00,,,,00:15:00,,,,,3.0,,,,,,,,,,,,,,Aamuvoimistelua. Ihan hirveältä tuntui aurinkotervehdykset. Pakko se on alkaa tekemään kun juoksemalla vaan askel lyhenee.,
2012-05-25,19,Running,,,00:54:59,,,,00:54:59,,,10.349,169.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,Veli-Mikon kanssa kierrettiin mustikkamaalla. Kusitauolla jäi pauselle mittari hetkeksi. Josko tästä sais sopivasti kireyttä jalkoihin huomiseen kisaan.,
2012-05-26,11,Orienteering,,,00:44:07,,,,,,00:44:07,6.79,107.0,5.0,,,,,,,,,,,,VJ Bold -11,,"Lynxin kisat. Yksi paha pummi, mutta montaa hyvää väliä. Tarkempi tilitys

http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=25",
2012-05-26,10,Running,,,00:15:00,,,,00:15:00,,,,,3.0,,,,,,,,,,,,VJ Bold -11,,Verryttelyt lähtöpaikalle ja ,
2012-05-27,9,Orienteering,,,01:16:18,,,,,01:16:18,,8.9,211.0,4.0,,,,,,,,,,,,VJ Bold,,"Vetun ex tempore -jukolaleirin harjoitus. Apsun ja Veijon kanssa aamuinen suunnistusjuna Ahvenlammen maastossa. Hyvin vedettiin 

http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=27",
2012-05-29,17,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Ah, viimein oikeaan joogaan. Juuri ja juuri yletyin varpaaseen ja jokainen lihas oli jumissa ja hengitys teki kipeää. Täältä haetaan se minuutti kilsalle lisää vauhtia. 18 päivää jukolaan, ihan ihmeitä tässä ei enää ehdi tekemään..",
2012-05-30,19,cycling,,,01:17:16,,,01:17:16,,,,31.532,161.0,2.0,,,,,,,,,,,,Hamlet 44*17,,iltalenkki hiilarimiehen kanssa Hamletilla. Lihaskivut jo pinnassa eilisestä joogasta. Luulen että huomenna on tosi pahat vibat. Hieno lenkki. Kaunis on kaupunki.,
2012-06-03,20,Running,,,00:14:50,,,,00:14:50,,,3.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Iltalenkki,
2012-06-03,10,cycling,,,01:35:00,,,,01:35:00,,,43.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,Maarianhaminasta Havsviddeniin. Satoi ja tuuli. Vähän kurjaa lyhyiden yöunien päätteeksi,
2012-06-04,7,Running,,,01:12:18,,,,01:12:18,,,10.961,143.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Aamulenkki. Meni mettäseikkailuksi kun keksi vedellä oikoreittejä. Järjettömän liukkaat kalliot oli koitua kohtaloksi, todella ilkeä kaatuminen selälleen ja pää kallioon. Pienellä huimauksella selvinnyt toistaiseksi. Tai niinkuin ois vedetty turpaan ja kovaa.",
2012-06-05,,Yoga,,,00:55:00,,,,00:55:00,,,,,3.0,,,,,,,,,,,,,,Joogaharjoituksen vetäminen. NIskassa ja päässä inhottavia tuntemuksia. vaan seisomasarja. kaulan lihakset revähtäneet ja korvat soi.,
2012-06-06,16,cycling,,,02:25:00,,,,02:25:00,,,61.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,Maariahaminasta pikkuteitä pohojoiseen ja Getabergetin huiputus päälle. Tussuilla renkailla. Toivoin vastatuulta kun oli loppua välitys kesken. Hyvä väsytys mäkisessä maastossa.,
2012-06-07,7,Running,,,01:05:40,,,,,01:05:40,,15.1,,4.0,,,,,,,,,,,,Mizuno Aero 9,,"Aamulenkki toonarimiehen kanssa. Meni reippaaksi vetelyksi. niska jumissa, jooga tuntui takareisissä, mutta ihan ok. Upea aamu. Avomeriuintia päälle.",
2012-06-08,7,Running,,,00:44:00,,,,00:44:00,,,8.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Iisi aamupalauttelu toonarimiehen kanssa,
2012-06-08,16,cycling,,,01:45:00,,,,01:45:00,,,48.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,"Seminaarit sodittu ja kotiinpaluun aika. tiukka vääntö vastatuuleen marianhaminaan kaikkien kamojen kanssa. Vähällä ruoalla oltu koko viikko ja nyt loppu kalakeiton potku puolessa välissä. Jos stallhagenilla tankkaisi sunnuntaille.

http://www.stallhagen.com/",
2012-06-08,23,Note,,,,,,,,,,,,,,,,,,,,,1,,,,,"Ja kaaduin fillarilla sitten vielä päivän päätteeksi. Kiireellä lautalle ja shikaanissa fillarin lastattu etupää linkkuun ja sarvien yli asfaltille. Ukemi oli pehmeä, mutta silti kämmenet auki ja yläselkään iskua. Jalat ja pää säilyi ehjinä. Niitä tarvitaan jukolassa eniten.",
2012-06-09,21,Running,,,00:16:00,,,,00:16:00,,,3.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Iltalenkki. Raskaan tuntuiset jalat ja pää. Aika rankka viikko takana, eikä todellakaan treenien takia.. Lapaluun seudut arkoina eilisillan pyöräsekoilusta.",
2012-06-10,10,Orienteering,,,00:21:45,,,,,00:21:45,,4.0,28.0,4.0,,,,,,,,,,,,VJ Bold -11,,"No tämmönen tällä kertaa. Juoksu lähtöpaikalle ja alun rastit hiljalleen. Sitten kääntöpaikalla turvalleen ja joku tikku nenään. Ns. luomupunkteeraus ja kädet oli verta täynnä. Sitten kävelyä varmaan 6 kilsaa takaisin kisapaikalle. Siinä tyrehty vuotokin.

Kulku oli kovin väsynyttä alkuun, mutta alkoi piristymään ennen kompurointia. täytyy tiistaina tulla juoksemaan rata kokonaan kelloa vastaan.",
2012-06-12,19,Orienteering,,,01:26:23,,,,,01:26:23,,11.6,173.0,4.0,,,,,,,,,,,,VJ Bold,,"Suuntogamesin rata kokonaan joka jäi sunnuntaina kiertämättä. Tein eri reitinvalinnat alkuradalle kuin mitä sunnuntaina alkumatkalle, joten joutui suunnistamaan. Ja rastit oli kerätty pois, mikä aiheutti epävarmuutta rastinotossa. Vetelin reippaasti ja ihan hyvin kulki. Helposti menee pari lisäkilsaa sunnuntaiaamuna kun tästä palautuu.

Kartta ja reitti:
http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=43",
2012-06-14,19,Orienteering,,,00:48:38,,,,,00:48:38,,6.1,74.0,4.0,,,,,,,,,,,,VJ Bold -11,,"Viimeistelyä Sipoossa. Raskas oli jalka ja mieli. Nyt huilaillaan sunnuntaiaamuun ja sitten vedetään kiihtyvällä vauhdilla 1.45. Tosin jos suunnistuskunto on tämän päiväisellä tolalla, niin sitten menee kaks..

Kartta ja sepustukset:
http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=44",
2012-06-14,10,cycling,,,00:44:04,,,,00:44:04,,,19.636,179.0,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,Ajot kotoa Kalasataman metrolle ja Mellunmäestä k-pistelle.,
2012-06-15,,swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,Fillarilla mustikkamaalle ja velipojan kanssa meressä palauttelua. ,
2012-06-17,6,Orienteering,race,,01:53:58,,,,,,01:53:58,15.1,355.0,5.0,,,,,,,,,,,,VJ Bold -11,,"Jukolan ankkuriosuus. Haparoivaa niin juoksun kuin suunnistuksen osalta.

Kartta ja selitykset:
http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=46",
2012-06-21,21,Running,,,00:18:00,,,,00:18:00,,,4.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Iltalenkki 14 tunnin työpäivän päätteeksi. Jäykkä on kroppa jukolan ja pitkien työpäivien jälkeen. Saa nähä viittiskö lähteä juhannusjuoksuun kun häviää Mäkelän Jarille.,
2012-06-22,13,Running,,,00:27:24,,,,,,00:27:24,7.33,12.0,5.0,,,,,,,,,,,,Mizuno Aero 9,,"Pulukkisen juhannusjuoksut. 41. kerta, mutta mulle eka. Apsu vei kisan odotetusti, mutta Veijon vauhti oli myös todella rautainen. Oma vauhti oli myös erittäin hyvää. Pistos tuli polkuvälillä kun yritin Veijoa kiinni (ajattelin että apsun karkaaminen olisi nujertava kokemus), mutta en saanut. Erinomainen tapahtuma ja kokemus, vaikkakin hetkittäin hyvin epämiellyttävä.",
2012-06-22,13,Running,,,00:20:00,,,,00:20:00,,,3.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,verryttelyt hyvässä seurassa,
2012-06-23,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuntuu eilinen juoksu joka paikassa. Myös vähän vanha oikean polven vaiva ilmoittelee itsestään. Illalla pari tuntia vakiotansseja Emetissä riittänee:
http://www.emet.fi/",
2012-06-25,17,Yoga,,,01:12:00,,,,01:12:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Kunnon harjoitus taas pitkästä aikaa. Ilmoittauduin lauantaiksi karjaa-rasteille ja toivon että lihaskivut ovat siihen mennessä laantuneet. Hirveitä tuntemuksia kropassa, mutta niin parin kuukauden laiskottelun jälkeen tuleekin olla.",
2012-06-28,8,Running,,,00:51:58,,,,00:51:58,,,10.576,208.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Aamun kestävyysjuoksulenkki. Ajattelin alkaa heräämään aikaisemmin aamulla. Syitä on monia, mutta tämän luettuani olin vakuuttunut:
http://zenhabits.net/10-benefits-of-rising-early-and-how-to-do-it/

Ai niin, kulki ihan hyvin. Jalkavaiva tuntui vasta ihan lopussa parilla askeleella. Takareidet todella kipeät vielä joogasta. Otin lyhyin askelin.",
2012-06-29,19,Running,,,00:25:00,,,,00:25:00,,,5.5,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Rullaava juoksu Tuska-vestifaalialueen ja sörkan vankilan ympäri. Lopuksi avomeriuintia omassa rannassa.,
2012-06-30,1,Orienteering,,,01:30:16,,,,00:40:16,00:30:00,00:20:00,11.263,120.0,3.78,,,,,,,,,,,,VJ Bold -11,,"Keskeytys Karjaa-rasteilla.

http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=54",
2012-07-04,,Note,,,,,,,,,,,,,,,,,,,,77.1,,,,,,Aamupaino. Ihan helvetin väsyny olo. Varmaan joku tappava tauti iskenyt.,
2012-07-05,8,Note,,,,,,,,,,,,,,,,,,,,74.9,,,,,,Kun ei voi treenata niin aina voi laihduttaa,
2012-07-05,17,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,,,"Jooga. Kamala harjoitus. Sama ku iltarasteilla ei ois löytäny ykköstä ja pyörästä ois paluumatkalla puhjennu kumi,",
2012-07-06,21,Running,,,01:10:40,,,,01:10:40,,,14.19,143.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Myöhäseen jäi lenkki, mutta sitäkin hienompi oli keli. Lihaskivut joogasta olivat jo päällä, joten askel oli lyhyt ja ryhti vasemmalle vinossa. Siistiä juosta lenkki vaan iisisti ilman mitään vetoja tai muita nykyajan hömpötyksiä. Satelliittikello oli hömpötyksistä vaan mukana.",
2012-07-09,17,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,,,"lihaskivuilta pääsi taas harjoittelemaan. Oli jo parempi veto. Sain halasanassa varpaat lattiaan.


<iframe src=""http://www.ashtangabook.com/images/gallery/pindasana.jpg"" width=""335"" height=""425""></iframe>",
2012-07-10,20,Running,,,01:16:56,,,,01:16:56,,,16.249,175.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Kestävyysjuoksua saaristostolaismaisemissa. Pitkän työ- ja matkapäivän päätteeksi pitkänhuiskea lenkki. Meininki muistutti alla olevaa.

<iframe width=""560"" height=""315"" src=""http://www.youtube.com/embed/OKw7Z0PQb0Y"" frameborder=""0"" allowfullscreen></iframe>",
2012-07-11,,cycling,,,00:55:00,,,,00:55:00,,,25.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,"Kirjaisiin ravintolaan ja pienen ekstralenkin kautta takaisin. En ottanut kuin yhden oluen, niin voi laittaa treeninä. Seuralaisen suorituskyky alentunut, joten poljin kahden (ja puolen) edestä.",
2012-07-12,11,Yoga,,,00:10:00,,,,00:10:00,,,,,3.0,,,,,,,,,,,,,,aurinkoa tervehdin. jäykkää. tulee nukuttua liikaa.,
2012-07-12,20,Running,,,00:55:00,,,,00:55:00,,,11.1,,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Sjundeå IF:n J Järvelän kanssa kevyt rullaava iltalenkki Nauvon maisemissa. Satelliittikello jäi kotiin, joten arvio. Keskustelu revolveerasi etupäässä siinä, voisiko velkarahalla saada juoksuun lisää vauhtia nyt kun korot on alhaalla.

http://www.sports-tracker.com/#/workout/JuhaJarvela/1qsbre6srsbaeb7l",
2012-07-13,19,Running,,,01:26:15,,,,,01:26:15,,18.717,361.0,4.0,,,,,,,,,,,,Mizuno Aero 9,,Vähän reippaampi kestävyysjuoksuharjoitus. Kääntöpaikan liepeillä oli vähän rinnettäkin. Lounaaksi nautitut soijanakit olivat tulla pihalle joka suuntaan. Joutui vähän antaa periksi lantion asennossa ja närästi vastenmielisesti. Ihan mukavasti kulki.,
2012-07-14,19,cycling,,,01:16:10,,,,01:16:10,,,38.484,372.0,3.0,,,,,,,,,,,,Hamlet 44*17,,"Piti vaan rullailla, mutta kun pääsee kireällä ratapyörällä kunnon soratielle, niin kyllähän se on Kankkusen Juhan vetely heti mielessä. Joka nyppyyn piti uruttaa ja skiddailla vastaheitot kurveihin.",
2012-07-16,21,Running,,,00:53:36,,,,00:53:36,,,10.561,203.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,Takaisin pääkaupunkiin ja tuttuihin treenimaastoihin. Hissuttelua reissaamisen päätteeksi.,
2012-07-17,17,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,,,Hyvä harjoitus. Sain halasanassa varpaat lattiaan vaikka olen vähän juossennellut. Alkaa roppa hiljalleen sulamaan.,
2012-07-19,20,Running,,,02:28:25,,00:28:25,02:00:00,,,,21.019,270.0,1.81,,,,,,,,,,,,Mizuno Aero 9,,"Maratonharjoitus Nuuksion polkumaratonille. En ole osallistumassa, mutta isoveli. Alku mentiin hyvää vauhtia, vaikka piti hissutella. Se kostautui loppumatkasta, kun velipojalle bonk 15 kilsan paikkeilla <http://en.wikipedia.org/wiki/Hitting_the_wall> Sitten käveltiin loppumatka. Itsellä ois ollu kulkupäivä. Pitää tehdä tuollaisia pitkiä hiljaisia, luulen. Vaikka hevosmiesten hommia ovatkin. Lauantaina uusiksi!",
2012-07-20,17,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,,,Raakaa treeniä. Yllättävän kovaa vääntöä hölkkäpäivän päätteeksi. Alkaa kroppa tottua.,
2012-07-22,7,Note,,,,,,,,,,,,,,,,,,,,75.5,,,,,,aamupaino. ei laske.,
2012-07-22,21,Running,,,02:09:06,,,02:09:06,,,,22.355,285.0,2.0,,,,,,,,,,,,Mizuno Aero 9,,"Polulla kun tuli bonkki niin nyt kokeiltiin profiililtaan tasaisempaa reittiä ja hitaampaa vauhtia. Jätin kellon stopille välillä, mutta varmaan aika tasavauhtinen lenkki. vähän liian hidasta omille jäsenille. Selkää ja jalkapöytää alkoi särkeä hidas jumputtaminen. Velipojan meno paranemaan.",
